ICD-10,Bezeichnung,age,value
106,Vitamin-A-Mangel,5-9,0.0
201,Osteoarthritis,10-14,7.0
295,live births by place of birth,10-14,0.0
242,Other complications during pregnancy and childbirth,10-14,0.0
274,Fractures of other parts of the extremities,10-14,2032.0
169,Pneumonia,10-14,93.0
270,Other symptoms and abnormal clinical and laboratory findings not elsewhere classified,10-14,497.0
288,"Certain early complications of trauma and complications of surgery and medical treatment, not elsewhere classified",10-14,195.0
116,mood disorders,10-14,592.0
206,Other diseases of the spine and back,10-14,125.0
239,Other care of the mother with regard to the fetus and the amniotic cavity and possible delivery complications,10-14,1.0
281,Other injuries to specified and unspecified and multiple body regions,10-14,581.0
207,Diseases of the quail tissue,10-14,107.0
278,intracranial injury,10-14,1268.0
151,heart failure,10-14,10.0
273,Fracture of the Femur,10-14,113.0
154,Stroke,10-14,2.0
148,Other ischemic heart diseases,10-14,0.0
147,Acute myocardial infarction,10-14,0.0
150,conduction disorders and cardiac arrhythmias,10-14,52.0
195,Cholelithiasis and Chelezystitis,10-14,13.0
203,Other diseases of the joints,10-14,315.0
119,Other mental and behavioral disorders,10-14,966.0
113,Mental and behavioral disorders caused by alcohol,10-14,130.0
115,"Schizophrenia, schizotypal and delusional disorders",10-14,52.0
272,"Fracture of the neck, thorax or pelvis",10-14,82.0
213,Tubulointerstitial kidney disease,10-14,59.0
117,"Neurotic, stress and somatoform disorders",10-14,465.0
192,Other diseases of the intestine and peritoneum,10-14,116.0
096,Other in situ and benign neoplasms and neoplasms with uncertain or unknown behavior,10-14,127.0
205,Cervical and other disc damage,10-14,1.0
276,"Dislocation, sprain and strain of specified and multiple body regions",10-14,295.0
084,"Malignant neoplasm of other, imprecisely specified, secondary and unspecified localizations as well as at several localizations",10-14,33.0
217,Other diseases of the urinary system,10-14,25.0
186,Diseases of the Appendix,10-14,1209.0
179,Other diseases of the respiratory system,10-14,56.0
152,Other heart diseases,10-14,25.0
017,Sepsis,10-14,22.0
187,inguinal hernia,10-14,18.0
191,Darmes diverticulosis,10-14,0.0
073,Malignant neoplasm of the mammary gland,10-14,0.0
215,Urolithiasis,10-14,38.0
188,Other Hrnia,10-14,9.0
253,Other conditions originating in the perinatal period,10-14,1.0
202,Acquired deformities of the extremities,10-14,423.0
175,"Bronchitis, emphysema and other chronic obstructive pulmonary diseases",10-14,0.0
249,Other neonatal respiratory diseases originating in the perinatal period,10-14,0.0
067,"Malignant neoplasm of the trachea, bronchi and lungs",10-14,0.0
129,Other diseases of the nervous system,10-14,86.0
246,intrauterine deficiency development. fetal malnutrition and disorders associated with short gestation and low birth weight,10-14,0.0
079,Malignant neoplasm of the urinary bladder,10-14,0.0
198,Skin and subcutaneous infections,10-14,235.0
157,atherosclerosis,10-14,0.0
218,Prostatahyperplasie,10-14,1.0
077,Malignant neoplasm of the prostate,10-14,0.0
124,epilepsy,10-14,250.0
208,Changes in crook density and structure,10-14,94.0
190,Paralytic ileus and mechanical ileus without hernia,10-14,41.0
104,Mellitus diabetes,10-14,235.0
172,Other diseases of the nose and paranasal sinuses,10-14,52.0
114,Mental and behavioral disorders caused by other psychotropic substances,10-14,30.0
197,Other diseases of the digestive system,10-14,9.0
199,Other skin and subcutaneous diseases,10-14,53.0
210,Other diseases of the musculoskeletal system and connective tissue,10-14,194.0
018,Other bacterial diseases,10-14,26.0
006,Other infectious intestinal diseases,10-14,86.0
153,intracranial hemorrhage,10-14,16.0
149,pulmonary embolism,10-14,0.0
111,Other endocrine. Nutritional and metabolic disorders,10-14,75.0
170,Acute bronchitis and acute bronchiolitis,10-14,20.0
061,Malignant neoplasm of the colon,10-14,2.0
160,"Other diseases of the arteries, arterioles and capillaries",10-14,8.0
092,Leiomyom des Uterus,10-14,0.0
126,Cerebral Transient Ischemic Attacks and Related Syndromes,10-14,4.0
142,Other diseases of the ear and mastoid process,10-14,51.0
173,Chronic diseases of the tonsils and pharyngeal tonsils,10-14,289.0
164,Other diseases of the circulatory system,10-14,76.0
185,"Other diseases of the esophagus, stomach and duodenum",10-14,21.0
196,Acute pancreatitis and other diseases of the pancreas,10-14,11.0
214,renal insufficiency,10-14,15.0
297,People who use the health service for the purpose of specific measures and medical care,10-14,18.0
086,Non-Hodgkin's Lymphoma,10-14,61.0
243,Spontaneous birth of an individual,10-14,0.0
109,obesity,10-14,5.0
064,Malignant neoplasm of the pancreas,10-14,0.0
244,Complications occurring predominantly in the puerperium and other conditions during the gestational period not elsewhere classified,10-14,0.0
227,endometriosis,10-14,2.0
267,abdominal and pelvic pain,10-14,227.0
233,Other diseases of the genitourinary system,10-14,19.0
062,"Malignant neoplasm of the rectosigmoid, rectum, anus and anal canal",10-14,0.0
005,"Diarrhea and gastroenteritis, presumably of infectious origin",10-14,94.0
298,People who use the healthcare system for other reasons,10-14,34.0
240,birth impediment,10-14,0.0
271,Fracture of the skull and facial bones,10-14,94.0
139,Other diseases of the eye and adnexa,10-14,29.0
228,Female genital prolapse,10-14,0.0
127,"Diseases of nerves, nerve roots and nerve plexus",10-14,14.0
168,Flu,10-14,40.0
200,Chronic polyarthritis and other inflammatory polyarthropathies,10-14,15.0
058,"Malignant neoplasm of the lip, oral cavity and pharynx",10-14,0.0
121,Primary Parkinson's Syndrome,10-14,0.0
087,leukemia,10-14,128.0
156,Other cerebrovascular diseases,10-14,33.0
167,Other acute upper respiratory tract infections,10-14,44.0
241,postpartum hemorrhage,10-14,0.0
279,Injury to other internal organs,10-14,136.0
183,Ulcer ventriculi and Ulcus duodeni,10-14,1.0
145,Essential (primary) hypertension,10-14,2.0
093,Benign neoplasm of the ovary,10-14,11.0
063,Malignant neoplasm of the liver and intrahepatic bile ducts,10-14,12.0
229,"Non-inflammatory diseases of the ovary, uterine tube and ligament latum",10-14,85.0
080,Other malignant neoplasms of the urinary organs,10-14,1.0
171,Chronic sinusitis,10-14,18.0
076,Other malignant neoplasms of the female genital organs,10-14,9.0
174,Other diseases of the upper respiratory tract,10-14,52.0
134,Retinal detachment and retinal tear,10-14,10.0
082,Malignant neoplasm of the brain,10-14,40.0
162,Varicose veins of the lower extremities,10-14,0.0
194,Other diseases of the liver,10-14,12.0
112,dementia,10-14,0.0
128,Cerebral palsy and other paralytic syndromes,10-14,38.0
060,Malignant neoplasm of the stomach,10-14,0.0
268,Fever of unknown cause,10-14,23.0
088,"Other malignant neoplasms of the lymphatic, haematopoietic and related tissues",10-14,4.0
176,Bronchial asthma,10-14,175.0
222,Other diseases of the male genital organs,10-14,201.0
256,Congenital malformations of the circulatory system,10-14,85.0
184,gastritis and duodenitis,10-14,26.0
041,Other viral diseases,10-14,80.0
237,"Edema, proteinuria and hypertension during pregnancy, labor and the puerperium",10-14,0.0
284,"Poisoning by medicinal products, drugs and biologically active substances",10-14,92.0
193,Alcoholic Liver Disease,10-14,0.0
238,"Placenta previa, placental abruption and prepartum hemorrhage",10-14,0.0
216,Zystitis,10-14,3.0
236,Other pregnancy with abortive outcome,10-14,1.0
099,Hemorrhagic diathesis and other diseases of the blood and blood-forming organs,10-14,42.0
072,Malignant neoplasms of mesothelial tissue and soft tissue,10-14,22.0
122,Alzheimer's disease,10-14,0.0
103,Other diseases of the thyroid,10-14,5.0
182,"Other diseases of the oral cavity, salivary glands and jaws",10-14,38.0
133,Cataract and other affections of the lens,10-14,2.0
204,Systemic diseases of the connective tissue,10-14,15.0
146,Other hypertensive diseases,10-14,0.0
287,Other and unspecified damage caused by external causes,10-14,84.0
189,Crohn's disease and ulcerative colitis,10-14,45.0
135,glaucoma,10-14,2.0
071,Other malignant neoplasms of the skin,10-14,0.0
098,Other anemias,10-14,66.0
097,iron deficiency anemia,10-14,5.0
125,Migraine and other headache syndromes,10-14,104.0
057,Other infectious and parasitic diseases,10-14,35.0
140,Otitis media and other diseases of the middle ear and the mastoid process,10-14,110.0
223,diseases of the mammary glands,10-14,9.0
065,Other malignant neoplasms of the digestive organs,10-14,0.0
075,Malignant neoplasm of other and unspecified parts of the uterus,10-14,0.0
123,Multiple Sclerosis,10-14,5.0
261,Other malformations of the urogenital system,10-14,55.0
159,Arterial embolism and thrombosis,10-14,1.0
209,Osteomyelitis,10-14,60.0
059,Malignant neoplasm of the esophagus,10-14,0.0
220,hydrocele and spermatocele,10-14,4.0
248,Intrauterine hypoxia and asphyxia during childbirth,10-14,0.0
219,Other diseases of the prostate,10-14,0.0
070,Malignant melanoma of the skin,10-14,0.0
290,People who use the healthcare system for examination and clarification,10-14,41.0
264,Other congenital malformations and deformities of the musculoskeletal system,10-14,234.0
165,Acute pharyngitis and acute tonsillitis,10-14,41.0
102,Hyperthyroidism (Thyrotoxicosis),10-14,2.0
296,Postpartum care and examination,10-14,0.0
265,Other congenital malformations,10-14,46.0
181,Other diseases of the teeth and periodontium,10-14,15.0
078,Other malignant neoplasms of the male genital organs,10-14,3.0
283,burns and chemical burns,10-14,32.0
161,"Phlebitis, thrombophlebitis, venous embolism and thrombosis",10-14,4.0
120,Inflammatory diseases of the central nervous system,10-14,16.0
230,menstrual disorders,10-14,8.0
282,Consequences of entering a foreign body through a natural orifice,10-14,30.0
034,Varicella [chicken pox] and zoster,10-14,6.0
155,"Stroke, not referred to as hemorrhage or infarction",10-14,3.0
226,Other inflammatory diseases of the female pelvic organs,10-14,12.0
247,birth trauma,10-14,0.0
235,Medically induced abortion,10-14,1.0
259,Other congenital malformations of the digestive system,10-14,20.0
999,unknown,10-14,2.0
105,malnutrition,10-14,5.0
118,intellectual disability,10-14,5.0
069,Malignant neoplasm of bone and articular cartilage,10-14,145.0
110,Volumenmangel,10-14,5.0
285,Toxic effects of mainly non-medically used substances,10-14,25.0
030,Virusenzephalitis,10-14,14.0
091,Benign neoplasm of the mammary gland,10-14,7.0
132,Keratitis and other diseases of the sclera and cornea,10-14,4.0
280,Crushing and traumatic amputations of specified and multiple body regions,10-14,14.0
251,Other infections specific to the perinatal period,10-14,0.0
074,Malignant neoplasm of the cervix uteri,10-14,0.0
066,Malignant neoplasms of the larynx,10-14,0.0
234,Spontaneous abortion,10-14,0.0
085,Hodgkin's disease [lymphogranulomatosis],10-14,32.0
292,Other people with potential health risks related to communicable diseases,10-14,3.0
224,salpingitis and oophoritis,10-14,4.0
263,Congenital deformities of the feet,10-14,89.0
042,Mykosen,10-14,3.0
094,Benign neoplasm of the hamstrings,10-14,1.0
068,Other malignant neoplasms of the respiratory and intrathoracic organs,10-14,4.0
100,Certain disorders involving the immune system,10-14,3.0
262,Congenital deformities of the hip,10-14,34.0
252,Hemolytic disease in the fetus and newborn,10-14,0.0
257,lip-. Cleft jaw and palate,10-14,19.0
141,hearing loss,10-14,9.0
245,Damage to the fetus and newborn from maternal factors and from complications of pregnancy. labor and delivery,10-14,0.0
260,Nondescensus testis,10-14,28.0
033,Infections caused by herpes viruses [Herpes simplexl,10-14,11.0
255,Other congenital malformations of the nervous system,10-14,9.0
212,Other glomerular diseases,10-14,22.0
095,Benign neoplasm of the brain and other parts of the central nervous system,10-14,7.0
136,Strabismus,10-14,9.0
081,Malignant neoplasm of the eye and the ocular appendages,10-14,0.0
089,Carcinoma in situ der Cervix uteri,10-14,0.0
277,Injury to the eye and orbit,10-14,4.0
232,female sterility,10-14,0.0
007,tuberculosis of the respiratory organs,10-14,4.0
231,climacteric disorders,10-14,0.0
221,"Foreskin hypertrophy, phimosis and paraphimosis",10-14,11.0
269,Senilität,10-14,0.0
107,Other vitamin deficiencies,10-14,0.0
177,bronchiectasis,10-14,0.0
166,Acute laryngitis and tracheitis,10-14,10.0
144,Chronic rheumatic heart disease,10-14,0.0
250,Congenital infectious and parasitic diseases,10-14,0.0
090,Benign neoplasm of the skin,10-14,6.0
038,Other viral hepatitis,10-14,3.0
083,Malignant neoplasm of other parts of the central nervous system,10-14,3.0
008,Other tuberculosis,10-14,1.0
048,Echinococci,10-14,0.0
130,inflammation of the eyelid,10-14,11.0
039,HIV disease [Human Immunodeficiency Virus Disease],10-14,0.0
023,Sexually Transmitted Chlamydia Diseases,10-14,0.0
158,Other peripheral vascular diseases,10-14,1.0
266,Chromosomal abnormalities not classified elsewhere,10-14,4.0
043,Malaria,10-14,1.0
211,Acute and rapidly progressive nephritic syndromes,10-14,6.0
024,Other infections primarily transmitted through sexual intercourse,10-14,1.0
022,Gonococcal infection,10-14,0.0
178,Pneumokoniosis,10-14,0.0
016,Meningococcal Infection,10-14,4.0
021,Other syphilis,10-14,0.0
180,dental caries,10-14,0.0
131,Conjunctivitis and other affections of the conjunctiva,10-14,0.0
258,"Absence, atresia and stenosis of the small intestine",10-14,0.0
254,Spina bifida,10-14,0.0
032,Other arthropod-borne viral diseases and viral haemorrhagic fevers,10-14,1.0
293,contraceptive measures,10-14,0.0
053,Other helminths,10-14,4.0
138,blindness and poor eyesight,10-14,0.0
225,Inflammatory disease of the cervix,10-14,0.0
015,whooping cough,10-14,1.0
003,Shigellosis [Bacterial dysentery],10-14,0.0
037,Acute viral hepatitis B,10-14,0.0
004,Amoebiasis [amoebic dysentery],10-14,0.0
275,Fractures involving multiple body regions,10-14,0.0
137,accommodation disorders and refractive errors,10-14,0.0
020,Frühsyphilis,10-14,0.0
143,Acute rheumatic fever,10-14,0.0
101,Thyroid diseases caused by iodine deficiency,10-14,0.0
035,measles,10-14,1.0
289,"Consequences of injuries, poisoning and other effects of external causes",10-14,0.0
046,Schistosomiasis [Bilharziosis],10-14,2.0
040,Mumps,10-14,0.0
044,leishmaniasis,10-14,0.0
010,Brucellosis,10-14,0.0
002,Typhus abdominalis und Paratyphus,10-14,0.0
108,Consequences of malnutrition and other nutritional deficiencies,10-14,0.0
055,sequelae of poliomyelitis,10-14,0.0
294,Prenatal screening and other monitoring of pregnancy,10-14,0.0
047,Infestation by other trematodes (flukes),10-14,0.0
013,Other tetanus,10-14,0.0
025,relapsing fever,10-14,0.0
051,Filariose,10-14,0.0
001,Cholera,10-14,0.0
011,leprosy,10-14,0.0
106,Vitamin-A-Mangel,10-14,0.0
201,Osteoarthritis,15-19,23.0
295,live births by place of birth,15-19,0.0
242,Other complications during pregnancy and childbirth,15-19,277.0
274,Fractures of other parts of the extremities,15-19,1665.0
169,Pneumonia,15-19,104.0
270,Other symptoms and abnormal clinical and laboratory findings not elsewhere classified,15-19,831.0
288,"Certain early complications of trauma and complications of surgery and medical treatment, not elsewhere classified",15-19,449.0
116,mood disorders,15-19,2141.0
206,Other diseases of the spine and back,15-19,158.0
239,Other care of the mother with regard to the fetus and the amniotic cavity and possible delivery complications,15-19,104.0
281,Other injuries to specified and unspecified and multiple body regions,15-19,783.0
207,Diseases of the quail tissue,15-19,257.0
278,intracranial injury,15-19,1149.0
151,heart failure,15-19,9.0
273,Fracture of the Femur,15-19,127.0
154,Stroke,15-19,22.0
148,Other ischemic heart diseases,15-19,1.0
147,Acute myocardial infarction,15-19,3.0
150,conduction disorders and cardiac arrhythmias,15-19,108.0
195,Cholelithiasis and Chelezystitis,15-19,108.0
203,Other diseases of the joints,15-19,1454.0
119,Other mental and behavioral disorders,15-19,2040.0
113,Mental and behavioral disorders caused by alcohol,15-19,378.0
115,"Schizophrenia, schizotypal and delusional disorders",15-19,544.0
272,"Fracture of the neck, thorax or pelvis",15-19,197.0
213,Tubulointerstitial kidney disease,15-19,274.0
