Region of residence,Geographic MedStat region,Number of deliveries,Number of cesarean sections,Cesarean section rate (%),Average age deliveries,Average age cesarean sections,year
FR15,Untersense,96,40,41.666666667,30.770833333,31.95,2016
FR16,Düdingen,97,27,27.835051546,30.87628866,32.444444444,2016
FR17,Lac francophone,67,24,35.820895522,31.388059701,31.708333333,2016
FR18,Vully,33,11,33.333333333,30.96969697,31.454545455,2016
FR19,Deutschsprachiger See,89,32,35.95505618,31.719101124,32.09375,2016
FR20,Kerzers,68,29,42.647058824,30.661764706,32.068965517,2016
FR21,Murten,110,37,33.636363636,31.645454545,31.540540541,2016
FR22,Haute-Glâne,83,24,28.915662651,29.662650602,31.583333333,2016
FR23,Gibloux-Ouest,90,24,26.666666667,30.222222222,31.125,2016
FR24,Châtel-St-Denis,93,24,25.806451613,30.88172043,30.75,2016
FR25,Attalens,61,16,26.229508197,31.245901639,30.875,2016
FR26,Romont,76,21,27.631578947,30.328947368,31.047619048,2016
FR27,Broye-Enclaves,95,29,30.526315789,30.378947368,31.275862069,2016
FR28,Estavayer,127,35,27.559055118,29.779527559,30.885714286,2016
FR29,Domdidier,147,46,31.292517007,30.489795918,30.456521739,2016
SO01,Grenchen,144,41,28.472222222,29.847222222,30.658536585,2016
SO02,Bettlach,38,16,42.105263158,29.947368421,28.8125,2016
SO03,Aeusseres Schwarzbubenland,46,24,52.173913043,32.456521739,33.333333333,2016
SO04,Dorneck,86,30,34.88372093,31.976744186,31.333333333,2016
SO05,Thierstein,105,36,34.285714286,31.180952381,32.138888889,2016
SO06,Erlinsbach-Kienberg,94,31,32.978723404,29.936170213,30.741935484,2016
SO07,Olten,209,76,36.363636364,31.497607656,32.078947368,2016
SO08,Unteres Gäu,140,53,37.857142857,30.407142857,31.377358491,2016
SO09,Mittleres Gau,117,42,35.897435897,30.47008547,30.904761905,2016
SO10,Oberes Gäu,126,40,31.746031746,30.365079365,32.2,2016
SO11,Trimbach,64,20,31.25,29.859375,29.4,2016
SO12,Lostorf,53,20,37.735849057,32.735849057,33.85,2016
SO13,Dulliken,64,23,35.9375,30.84375,34.0,2016
SO14,Däniken-Schönenwerd,89,32,35.95505618,31.494382022,32.53125,2016
SO15,Balsthal-Passwang,100,35,35.0,28.97,30.0,2016
SO16,Oberes Dünnern,56,19,33.928571429,31.071428571,32.052631579,2016
SO17,Bellach-Selzach,107,37,34.579439252,30.775700935,31.189189189,2016
SO18,Bucheggberg,62,21,33.870967742,32.838709677,32.476190476,2016
SO19,Solothurn,179,54,30.167597765,31.720670391,32.018518519,2016
SO20,Weissenstein,111,32,28.828828829,31.702702703,33.125,2016
SO21,Zuchwil,99,25,25.252525253,29.171717172,29.48,2016
SO22,Solothurn-Ost,68,26,38.235294118,30.691176471,30.653846154,2016
SO23,Derendingen-Gerlafingen,131,52,39.694656489,29.480916031,30.365384615,2016
SO24,Wasseramt,72,28,38.888888889,32.388888889,33.928571429,2016
SO25,Biberist,107,34,31.775700935,30.859813084,31.970588235,2016
BS01,Basel-City,87,29,33.333333333,33.540229885,35.413793103,2016
BS02,Basel-St.Alban,193,80,41.450777202,32.725388601,32.65,2016
BS03,Basel-Gundeldingen,262,81,30.916030534,31.824427481,32.814814815,2016
BS04,Basel-Tiergarten,155,53,34.193548387,32.780645161,33.075471698,2016
BS05,Basel-Burgfelden,229,79,34.497816594,31.467248908,32.075949367,2016
BS06,Basel-St.-Johann,251,65,25.896414343,31.629482072,32.276923077,2016
BS07,Basel-Kleinhüningen,330,113,34.242424242,31.075757576,31.619469027,2016
BS08,Basel-Kleinbasel,279,78,27.956989247,31.458781362,32.294871795,2016
BS09,Basel-Bruderholz,43,15,34.88372093,35.558139535,35.733333333,2016
BS10,Riehen-Bettingen,148,48,32.432432432,32.844594595,33.5,2016
BL01,Oberes Laufental,85,28,32.941176471,31.2,33.535714286,2016
BL02,Unteres Laufental,73,29,39.726027397,30.945205479,31.827586207,2016
BL03,Binningen,150,43,28.666666667,32.406666667,32.488372093,2016
BL04,Unteres Birsig,141,45,31.914893617,33.127659574,34.6,2016
BL05,Oberes Birsig,152,61,40.131578947,32.289473684,33.131147541,2016
BL06,Allschwil-Schönenbuch,245,102,41.632653061,32.036734694,33.303921569,2016
BL07,Birsfelden,119,50,42.016806723,31.789915966,32.66,2016
BL08,Muttenz,149,48,32.214765101,31.684563758,33.0,2016
BL09,Pratteln-Augst,159,48,30.188679245,30.566037736,31.958333333,2016
BL10,Münchenstein,109,43,39.449541284,31.091743119,31.604651163,2016
BL11,Arlesheim,69,24,34.782608696,32.724637681,35.041666667,2016
BL12,Oberbirstal,99,34,34.343434343,31.737373737,31.882352941,2016
BL13,Reinach,150,64,42.666666667,31.766666667,32.375,2016
BL14,Reigoldswilertal,39,9,23.076923077,31.641025641,33.888888889,2016
BL15,Unterergolztal,105,37,35.238095238,30.742857143,32.054054054,2016
BL16,Liestal,140,30,21.428571429,30.357142857,30.666666667,2016
BL17,Bubendorf,58,17,29.310344828,31.793103448,32.411764706,2016
BL18,Sissach-Lausen,160,53,33.125,31.4875,32.735849057,2016
BL19,Oberergolz-Buus,63,14,22.222222222,32.26984127,34.071428571,2016
BL20,Oberhauenstein,64,21,32.8125,30.359375,33.142857143,2016
BL21,Homburgertal,38,8,21.052631579,30.526315789,31.875,2016
BL22,Diegtertal,44,12,27.272727273,31.363636364,33.333333333,2016
BL23,Gelterkinden-Eital,92,31,33.695652174,31.27173913,33.161290323,2016
SH01,Schaffhausen-Stadt,277,114,41.155234657,31.16967509,31.973684211,2016
SH02,Schaffhausen-Ost,60,25,41.666666667,30.866666667,30.84,2016
SH03,Neuhausen am Rheinfall,92,31,33.695652174,29.804347826,30.580645161,2016
SH04,Klettgau,100,46,46.0,30.45,31.326086957,2016
SH05,Randen,77,28,36.363636364,32.233766234,32.642857143,2016
SH06,Reiat,86,36,41.860465116,31.825581395,31.722222222,2016
SH07,Stein am Rhein,29,12,41.379310345,30.172413793,31.083333333,2016
AR01,Appenzeller Mittelland,81,19,23.456790123,31.580246914,32.368421053,2016
AR02,Teufen-Gais,115,34,29.565217391,30.965217391,31.676470588,2016
AR03,Appenzeller Hinterland,105,24,22.857142857,30.371428571,31.125,2016
AR04,Herisau,183,41,22.404371585,30.218579235,30.682926829,2016
AR05,Appenzeller Vorderland,83,18,21.686746988,30.903614458,30.5,2016
AI02,Inneres Landesteil,164,48,29.268292683,30.87195122,31.729166667,2016
SG01,St. Gallen-Stadt,452,158,34.955752212,31.314159292,31.265822785,2016
SG02,St. Gallen-Neudirf,81,24,29.62962963,30.135802469,31.041666667,2016
SG03,St. Gallen-Heiligkreuz Rotmonten,109,47,43.119266055,32.229357798,33.042553191,2016
SG04,St. Gallen-St. Georgen,43,18,41.860465116,32.930232558,33.555555556,2016
SG05,St. Gallen-Bruggen Winkeln,167,66,39.520958084,30.101796407,31.772727273,2016
SG06,Gaiserwald,93,29,31.182795699,31.193548387,30.75862069,2016
SG07,Goldach-Eggen,90,31,34.444444444,29.766666667,30.096774194,2016
SG08,Flawil-Degersheim,154,52,33.766233766,30.831168831,31.615384615,2016
SG09,Gossau,153,46,30.065359477,30.516339869,31.043478261,2016
SG10,Waldkirch,82,26,31.707317073,31.865853659,32.346153846,2016
SG11,Wittenbach-Muolen,117,46,39.316239316,30.777777778,31.195652174,2016
SG12,Steinach-Mörschwil,102,38,37.254901961,31.784313725,31.368421053,2016
SG13,Rorschach,157,47,29.936305732,29.955414013,31.765957447,2016
SG14,Rheineck,92,27,29.347826087,29.967391304,30.222222222,2016
SG15,St. Margrethen,56,23,41.071428571,28.482142857,28.608695652,2016
SG16,Heerbrugg,117,33,28.205128205,30.35042735,32.363636364,2016
SG17,Rebstein,88,23,26.136363636,30.545454545,30.434782609,2016
SG18,Widnau-Diepoldsau,158,52,32.911392405,30.702531646,31.307692308,2016
SG19,Altstätten,102,27,26.470588235,30.264705882,31.074074074,2016
SG20,Rheintal,128,26,20.3125,32.0,31.730769231,2016
SG21,Gams-Sennwald,75,21,28.0,30.826666667,32.0,2016
SG22,Werdenberg,225,56,24.888888889,29.755555556,31.053571429,2016
SG23,Wartau,110,33,30.0,31.190909091,31.545454545,2016
SG24,Bad Ragaz - Taminatal,107,33,30.841121495,30.364485981,29.939393939,2016
SG25,Sargans - Weisstannental,171,47,27.485380117,30.830409357,31.829787234,2016
SG26,Flums - Flumserberg,87,21,24.137931034,30.068965517,31.047619048,2016
SG27,Walensee,97,36,37.113402062,30.154639175,31.111111111,2016
SG28,Eschenbach,88,25,28.409090909,30.613636364,31.6,2016
SG29,Uznach,106,43,40.566037736,30.141509434,29.651162791,2016
SG30,Rapperswil-Jona,258,84,32.558139535,32.503875969,33.357142857,2016
SG31,Gaster,119,40,33.613445378,29.983193277,30.25,2016
SG32,Rickenpass,78,28,35.897435897,31.858974359,31.857142857,2016
SG33,Necker,67,16,23.880597015,30.164179104,30.375,2016
SG34,Mosnang,80,23,28.75,30.925,31.0,2016
SG35,Wattwil,95,30,31.578947368,30.473684211,30.6,2016
SG36,Obertoggenburg,119,36,30.25210084,30.983193277,32.055555556,2016
SG37,Niederuzwil-Oberbüren,101,31,30.693069307,30.316831683,30.516129032,2016
SG38,Untertoggenburg,78,31,39.743589744,31.333333333,31.258064516,2016
SG39,Uzwil,114,49,42.98245614,29.947368421,30.775510204,2016
SG40,Wil,289,115,39.792387543,29.885813149,30.269565217,2016
SG41,Zuzwil,93,27,29.032258065,31.344086022,31.925925926,2016
SG42,Kirchberg,104,38,36.538461538,29.557692308,29.5,2016
GR01,Chur,330,106,32.121212121,31.254545455,32.632075472,2016
GR02,Unterimboden,83,32,38.554216867,32.265060241,32.5625,2016
GR03,Domat/Ems,91,39,42.857142857,30.175824176,30.538461538,2016
GR04,Fünf Dörfer,103,38,36.893203883,31.417475728,32.105263158,2016
GR05,Landquart,90,29,32.222222222,30.744444444,33.103448276,2016
GR06,Maienfeld,63,20,31.746031746,32.746031746,32.95,2016
GR07,Unteres Prättigau,69,19,27.536231884,31.304347826,29.736842105,2016
GR08,Klosters-Oberes Prättigau,46,13,28.260869565,31.739130435,33.0,2016
GR09,Davos,93,37,39.784946237,31.193548387,31.135135135,2016
GR10,Schanfigg,33,9,27.272727273,30.787878788,32.0,2016
GR11,Churwalden-Lenzerheide,45,20,44.444444444,32.088888889,33.5,2016
GR12,Albula-Surses,48,17,35.416666667,31.458333333,32.352941176,2016
GR13,Domleschg-Unterheizenberg,55,9,16.363636364,31.090909091,34.333333333,2016
GR14,Thusis-Viamala-Rheinwald,63,19,30.158730159,30.047619048,30.684210526,2016
GR15,Flims-Laax,58,14,24.137931034,31.137931034,30.928571429,2016
GR16,Lumnezia-Vals-Safien,30,6,20.0,31.866666667,32.166666667,2016
GR17,Ilanz,55,16,29.090909091,31.036363636,33.375,2016
GR18,Ruis,29,4,13.793103448,31.482758621,31.75,2016
GR19,Disentis,36,7,19.444444444,31.138888889,31.285714286,2016
GR20,Engiadina bassa,69,20,28.985507246,30.550724638,31.95,2016
GR22,St.Moritz,91,26,28.571428571,32.637362637,33.038461538,2016
GR23,Engiadin 'ota,49,12,24.489795918,32.857142857,34.333333333,2016
GR25,Bernina,54,10,18.518518519,30.796296296,33.2,2016
GR26,Mesolcina,55,15,27.272727273,31.927272727,34.0,2016
AG01,Aarburg,114,46,40.350877193,29.701754386,29.52173913,2016
AG02,Oftringen,154,62,40.25974026,29.863636364,30.467741935,2016
AG03,Zofingen,112,42,37.5,31.794642857,32.666666667,2016
AG04,Aargaues Wiggertal,94,31,32.978723404,30.79787234,32.032258065,2016
AG05,Mühlebach-Uerke,114,34,29.824561404,30.807017544,31.411764706,2016
AG06,Rothrist-Murgenthal,131,53,40.458015267,30.480916031,30.471698113,2016
AG07,Aarau,223,68,30.493273543,32.650224215,32.926470588,2016
AG08,Erlinsbach-Staffelegg,95,34,35.789473684,33.210526316,33.735294118,2016
AG09,Buchs-Rohr,163,42,25.766871166,31.263803681,33.214285714,2016
AG10,Suhr,105,33,31.428571429,31.419047619,32.636363636,2016
AG11,Entfelden,111,34,30.630630631,30.432432432,32.176470588,2016
AG12,Suhretal,152,49,32.236842105,31.552631579,32.510204082,2016
AG13,Kulm,87,34,39.08045977,30.827586207,32.088235294,2016
AG14,Rupperswil-Schafisheim,126,44,34.920634921,31.015873016,31.386363636,2016
AG15,Niederlenz-Holderbank,123,40,32.520325203,31.804878049,32.875,2016
AG16,Lenzburg,151,50,33.112582781,32.046357616,31.72,2016
AG17,Hallwiler See,98,34,34.693877551,32.091836735,34.323529412,2016
AG18,Aatal,100,36,36.0,30.38,29.388888889,2016
AG19,Reinach-Beinwil,95,36,37.894736842,29.052631579,28.666666667,2016
AG20,Wynental,114,34,29.824561404,29.771929825,30.235294118,2016
AG21,Menziken,75,28,37.333333333,28.04,28.928571429,2016
AG22,Schinznach,66,21,31.818181818,31.287878788,32.19047619,2016
AG23,Brugg,120,43,35.833333333,32.35,33.279069767,2016
AG24,Windisch,97,35,36.082474227,31.762886598,32.428571429,2016
AG25,Bözberg-Villigen,79,29,36.708860759,31.113924051,30.586206897,2016
AG26,Birrfeld,111,28,25.225225225,30.828828829,29.5,2016
AG27,Eetel-Surb,96,32,33.333333333,31.104166667,31.0625,2016
AG28,Zurzach-Klingnau,122,39,31.967213115,30.098360656,31.58974359,2016
AG29,Leibstadt-Unteraar,75,32,42.666666667,29.186666667,30.0625,2016
AG30,Birmenstorf-Turgi,136,43,31.617647059,31.352941176,32.255813953,2016
AG31,Untersiggenthal-Würenlingen,138,46,33.333333333,30.876811594,32.043478261,2016
AG32,Baden-Stadt,174,51,29.310344828,33.17816092,33.784313725,2016
AG33,Fislisbach Ausserbaden,120,40,33.333333333,31.5,32.55,2016
AG34,Ennetbaden-Ehrendingen,88,35,39.772727273,32.715909091,33.142857143,2016
AG35,Obersiggenthal,107,28,26.168224299,32.056074766,33.785714286,2016
AG36,Wettingen,206,73,35.436893204,31.339805825,32.698630137,2016
AG37,Neuenhof-Würenlos,188,66,35.106382979,30.760638298,31.727272727,2016
AG38,Spreitenbach,180,58,32.222222222,29.761111111,31.034482759,2016
AG39,Rohrdorf,139,58,41.726618705,31.726618705,32.982758621,2016
AG40,Mutschellen-Reppischtal,110,41,37.272727273,31.481818182,32.609756098,2016
AG41,Mellingen-Reusstal,174,67,38.505747126,31.83908046,33.029850746,2016
AG42,Bremgarten-Mutschellen,151,52,34.437086093,31.298013245,31.634615385,2016
AG43,Lunkhofen-Jonental,90,25,27.777777778,33.244444444,34.84,2016
AG44,Unterbünztal,138,46,33.333333333,30.876811594,31.717391304,2016
AG45,Wohlen,154,59,38.311688312,29.38961039,29.762711864,2016
AG46,Villmergen-Erusbach,113,43,38.053097345,30.115044248,31.744186047,2016
AG47,Boswil,97,24,24.742268041,31.030927835,32.125,2016
AG48,Muri,114,39,34.210526316,30.894736842,31.0,2016
AG49,Beinwil-Sins,132,39,29.545454545,31.363636364,32.282051282,2016
AG50,Kaiseraugst-Magden,97,43,44.329896907,31.81443299,32.581395349,2016
AG51,Rheinfelden,141,58,41.134751773,31.858156028,31.293103448,2016
AG52,Möhlin,104,45,43.269230769,31.586538462,32.8,2016
AG53,Möhlinbachtal-Mumpf,85,37,43.529411765,31.670588235,31.783783784,2016
AG54,Stein-Sisseln,94,36,38.29787234,30.585106383,30.583333333,2016
AG55,Fricktal,116,42,36.206896552,31.793103448,31.857142857,2016
AG56,Bruggbachtal,48,16,33.333333333,31.25,30.4375,2016
AG57,Laufenburg,69,23,33.333333333,31.057971014,31.913043478,2016
TG01,Thurgauer Oberland,114,35,30.701754386,30.903508772,30.4,2016
TG02,Sirnach,139,52,37.410071942,30.129496403,30.192307692,2016
TG03,Wiler Thurgau,81,23,28.395061728,31.49382716,32.217391304,2016
TG04,Münchwilen-Wängi,112,27,24.107142857,31.392857143,33.407407407,2016
TG05,Aadorf-Matzingen,140,40,28.571428571,31.4,32.4,2016
TG06,Frauenfeld,303,91,30.0330033,30.874587459,31.351648352,2016
TG07,Unterthurtal,69,25,36.231884058,30.0,30.2,2016
TG08,Märstetten-Seerücken,95,32,33.684210526,31.157894737,31.0625,2016
TG09,Mittelthurtal-Wolfsbühl,89,20,22.471910112,31.179775281,32.15,2016
TG10,Bürglen-Kradolf,80,22,27.5,29.2375,30.181818182,2016
TG11,Weinfelden,109,27,24.770642202,30.394495413,30.407407407,2016
TG12,Sulgen-Berg,73,22,30.136986301,30.178082192,30.227272727,2016
TG13,Diessenhofen,67,19,28.358208955,30.686567164,32.526315789,2016
TG14,Seerücken,75,22,29.333333333,31.026666667,31.727272727,2016
TG15,Untersee,76,31,40.789473684,32.592105263,34.0,2016
TG16,Kreuzlingen,205,62,30.243902439,31.292682927,32.629032258,2016
TG17,Kemmental-Töbeltal,72,22,30.555555556,30.972222222,30.772727273,2016
TG18,Münsterlingen-Güttingen,84,18,21.428571429,31.714285714,31.222222222,2016
TG19,Amriswil,174,51,29.310344828,29.683908046,30.196078431,2016
TG20,Erlen-Sitterdorf,78,16,20.512820513,30.679487179,30.9375,2016
TG21,Romanshorn,124,35,28.225806452,30.741935484,32.171428571,2016
TG22,Egnach,108,39,36.111111111,31.851851852,33.384615385,2016
TG23,Bischofszell,104,35,33.653846154,30.625,31.514285714,2016
TG24,Arbon-Horn,159,50,31.446540881,31.0,32.48,2016
TI01,Riviera,54,17,31.481481481,31.481481481,31.882352941,2016
TI02,Biasca,48,10,20.833333333,29.5,33.7,2016
TI03,Val Blenio,35,8,22.857142857,32.428571429,30.25,2016
TI04,Bassa Leventina,34,10,29.411764706,29.735294118,30.6,2016
TI05,Alta Leventina,29,10,34.482758621,30.034482759,28.3,2016
TI06,Magadino-Gambarogno,60,17,28.333333333,31.916666667,33.117647059,2016
TI07,Gordola-Verzasca,81,25,30.864197531,31.382716049,32.24,2016
TI08,Locarno,147,37,25.170068027,32.136054422,32.837837838,2016
TI09,Losone-Centovalli-Onsernone,81,23,28.395061728,32.024691358,32.652173913,2016
TI10,Ascona-Brissago,52,24,46.153846154,33.038461538,34.833333333,2016
TI11,Minusio-Orselina,50,17,34.0,33.48,34.705882353,2016
TI12,Vallemaggia,51,7,13.725490196,32.37254902,31.428571429,2016
TI13,Bellinzona,168,42,25.0,31.642857143,33.142857143,2016
TI14,Lumino-Carasso,107,27,25.23364486,31.08411215,31.148148148,2016
TI15,Giubiasco-Val Morobbia,100,34,34.0,31.39,31.647058824,2016
TI16,Alto Piano di Magadino,98,38,38.775510204,30.969387755,32.552631579,2016
TI17,Alto Vedeggio,68,26,38.235294118,30.985294118,31.961538462,2016
TI18,Alto Val d'Agno,73,19,26.02739726,33.0,34.421052632,2016
TI19,Collina d'Oro-Arbòstora,91,32,35.164835165,33.747252747,34.5625,2016
TI20,Lugano,296,115,38.851351351,32.912162162,33.87826087,2016
TI21,Viganello-Monte Brè,64,26,40.625,32.84375,33.884615385,2016
TI22,Breganzona,51,21,41.176470588,33.274509804,34.857142857,2016
TI23,Magliaso-Val d'Agno,95,35,36.842105263,32.484210526,32.914285714,2016
TI24,Malcantone,79,30,37.974683544,31.772151899,33.466666667,2016
TI25,Savosa-Comano,65,28,43.076923077,33.092307692,32.821428571,2016
TI26,Capriasca-Valcolla,79,21,26.582278481,33.278481013,34.619047619,2016
TI27,Pregassona,73,28,38.356164384,31.630136986,32.285714286,2016
TI28,Soragno-Sonvico,58,22,37.931034483,32.344827586,34.818181818,2016
TI29,Riva-Valle Mara,71,19,26.76056338,32.23943662,33.263157895,2016
TI30,Balerna-Novazzano,75,17,22.666666667,32.36,34.058823529,2016
TI31,Chiasso,59,17,28.813559322,31.389830508,35.588235294,2016
TI32,Val di Muggio,86,28,32.558139535,33.488372093,34.5,2016
TI33,Mendrisio,43,12,27.906976744,31.046511628,31.5,2016
TI34,Stabio-Meride,98,23,23.469387755,33.418367347,35.391304348,2016
VD01,Avenches,99,26,26.262626263,31.0,32.423076923,2016
VD02,Epalinges-Forains,128,46,35.9375,32.09375,33.97826087,2016
VD03,Lausanne-Centre,245,71,28.979591837,32.824489796,33.492957746,2016
VD04,Lausanne-Beaulieu-Prélaz,388,106,27.319587629,31.662371134,32.754716981,2016
VD05,Lausaanne-Ouchy-Montchoisi,214,73,34.112149533,33.26635514,34.698630137,2016
VD06,Lausanne-Vidy-Montoie,265,79,29.811320755,32.267924528,34.35443038,2016
VD07,Prilly,144,50,34.722222222,30.25,31.52,2016
VD08,Pully,170,53,31.176470588,33.229411765,34.264150943,2016
VD09,Lausanne-La Sallaz,192,62,32.291666667,31.791666667,32.435483871,2016
VD10,Lausanne-Chailly,129,40,31.007751938,32.201550388,31.875,2016
VD11,Lausanne-Pontaise-Bellevaux,278,86,30.935251799,31.14028777,32.093023256,2016
VD12,Renens,245,66,26.93877551,30.155102041,32.166666667,2016
VD13,Ecublens-Chavannes,265,88,33.20754717,30.754716981,32.409090909,2016
VD14,Bussigny-Crissier,197,67,34.010152284,30.944162437,32.432835821,2016
VD15,Romanel-Cheseaux,75,22,29.333333333,31.733333333,32.545454545,2016
VD16,Hauts-de-Lausanne,183,57,31.147540984,31.606557377,33.824561404,2016
VD17,Savigny-Belmont,75,15,20.0,33.213333333,34.6,2016
VD18,Lutry,97,34,35.051546392,33.690721649,35.294117647,2016
VD19,Basse-Venoge,110,42,38.181818182,31.6,32.619047619,2016
VD20,Morges,186,82,44.086021505,31.672043011,32.536585366,2016
VD21,Hauts-de-Morges,83,26,31.325301205,32.602409639,32.961538462,2016
VD22,St-Prex,101,36,35.643564356,32.366336634,32.527777778,2016
VD23,Pied-du-Jura,93,30,32.258064516,31.602150538,32.133333333,2016
VD24,Aubonne-Littoral,81,26,32.098765432,32.567901235,34.961538462,2016
VD25,Rolle-La Côte,165,61,36.96969697,33.157575758,34.098360656,2016
VD26,Gland,153,56,36.60130719,32.026143791,33.375,2016
VD27,Nyon,269,102,37.918215613,32.780669145,33.480392157,2016
VD28,Bonmont,92,36,39.130434783,33.076086957,33.638888889,2016
VD29,Promenthouse,67,24,35.820895522,32.895522388,33.833333333,2016
VD30,Trélex-Givrine,85,33,38.823529412,33.247058824,34.545454545,2016
VD31,Terre-Sainte,120,36,30.0,33.216666667,34.555555556,2016
VD32,Puidoux-Chexbres,65,17,26.153846154,31.784615385,34.294117647,2016
VD33,Cully-Lavaux,74,22,29.72972973,32.527027027,35.272727273,2016
VD34,Vevey,273,73,26.73992674,30.864468864,32.123287671,2016
VD35,Mont-Pèlerin,81,27,33.333333333,33.382716049,32.740740741,2016
VD36,Hauts-de-la-Tour,77,16,20.779220779,32.168831169,30.1875,2016
VD37,La Tour-de-Peilz,96,23,23.958333333,31.260416667,32.130434783,2016
VD38,Clarens-Les Avants,127,28,22.047244094,31.220472441,32.821428571,2016
VD39,Montreux-Chillon,131,38,29.007633588,31.061068702,33.105263158,2016
VD40,Villeneuve-Chablais,110,29,26.363636364,30.554545455,32.310344828,2016
