,hospital,city,canton_name,main_code,disease_group,number_of_cases_2014_2019
1239,Spital Wallis,Brig,Valais,E,Diseases of the abdominal organs,6227
1240,Spital Wallis,Brig,Valais,F,Vascular Diseases,189
1241,Spital Wallis,Brig,Valais,G,Gynecology and obstetrics,15890
1242,Spital Wallis,Brig,Valais,H,Diseases of the urinary tract and male genitalia,4533
1243,Spital Wallis,Brig,Valais,I,"Diseases of the bones, joints, connective tissues",8236
1244,Spital Wallis,Brig,Valais,J,Complex conditions,3269
1245,Spital Wallis,Brig,Valais,K,Skin disorders,65
1246,Spital Wallis,Brig,Valais,L,Highly specialized medicine,2
1247,Spital Wallis,Brig,Valais,M,Palliative Medicine,1497
1248,Spital Zofingen AG,Zofingen,Aargau,A,Cardiac diseases,3541
1249,Spital Zofingen AG,Zofingen,Aargau,B,"Diseases of the nervous system, cerebrovascular accident (stroke)",1859
1250,Spital Zofingen AG,Zofingen,Aargau,C,Geriatric Medicine,5663
1251,Spital Zofingen AG,Zofingen,Aargau,D,Lung diseases,3417
1252,Spital Zofingen AG,Zofingen,Aargau,E,Diseases of the abdominal organs,4357
1253,Spital Zofingen AG,Zofingen,Aargau,F,Vascular Diseases,109
1254,Spital Zofingen AG,Zofingen,Aargau,G,Gynecology and obstetrics,671
1255,Spital Zofingen AG,Zofingen,Aargau,H,Diseases of the urinary tract and male genitalia,738
1256,Spital Zofingen AG,Zofingen,Aargau,I,"Diseases of the bones, joints, connective tissues",5054
1257,Spital Zofingen AG,Zofingen,Aargau,J,Complex conditions,966
1258,Spital Zofingen AG,Zofingen,Aargau,K,Skin disorders,49
1259,Spital Zofingen AG,Zofingen,Aargau,M,Palliative Medicine,1365
1260,Spital Zollikerberg,Zollikerberg,Zürich,A,Cardiac diseases,3376
1261,Spital Zollikerberg,Zollikerberg,Zürich,B,"Diseases of the nervous system, cerebrovascular accident (stroke)",1608
1262,Spital Zollikerberg,Zollikerberg,Zürich,C,Geriatric Medicine,3090
1263,Spital Zollikerberg,Zollikerberg,Zürich,D,Lung diseases,4705
1264,Spital Zollikerberg,Zollikerberg,Zürich,E,Diseases of the abdominal organs,5534
1265,Spital Zollikerberg,Zollikerberg,Zürich,F,Vascular Diseases,209
1266,Spital Zollikerberg,Zollikerberg,Zürich,G,Gynecology and obstetrics,42281
1267,Spital Zollikerberg,Zollikerberg,Zürich,H,Diseases of the urinary tract and male genitalia,2475
1268,Spital Zollikerberg,Zollikerberg,Zürich,I,"Diseases of the bones, joints, connective tissues",12488
1269,Spital Zollikerberg,Zollikerberg,Zürich,J,Complex conditions,2815
1270,Spital Zollikerberg,Zollikerberg,Zürich,K,Skin disorders,33
1271,Spital Zollikerberg,Zollikerberg,Zürich,M,Palliative Medicine,758
1272,Spitalregion Fürstenland Toggenburg,Wil ,St. Gallen,A,Cardiac diseases,5626
1273,Spitalregion Fürstenland Toggenburg,Wil ,St. Gallen,B,"Diseases of the nervous system, cerebrovascular accident (stroke)",2706
1274,Spitalregion Fürstenland Toggenburg,Wil ,St. Gallen,C,Geriatric Medicine,5506
1275,Spitalregion Fürstenland Toggenburg,Wil ,St. Gallen,D,Lung diseases,5617
1276,Spitalregion Fürstenland Toggenburg,Wil ,St. Gallen,E,Diseases of the abdominal organs,5287
1277,Spitalregion Fürstenland Toggenburg,Wil ,St. Gallen,F,Vascular Diseases,162
1278,Spitalregion Fürstenland Toggenburg,Wil ,St. Gallen,G,Gynecology and obstetrics,14104
1279,Spitalregion Fürstenland Toggenburg,Wil ,St. Gallen,H,Diseases of the urinary tract and male genitalia,2329
1280,Spitalregion Fürstenland Toggenburg,Wil ,St. Gallen,I,"Diseases of the bones, joints, connective tissues",3072
1281,Spitalregion Fürstenland Toggenburg,Wil ,St. Gallen,J,Complex conditions,1490
1282,Spitalregion Fürstenland Toggenburg,Wil ,St. Gallen,K,Skin disorders,79
1283,Spitalregion Rheintal Werdenberg Sarganserland,Altstätten,St. Gallen,A,Cardiac diseases,8859
1284,Spitalregion Rheintal Werdenberg Sarganserland,Altstätten,St. Gallen,B,"Diseases of the nervous system, cerebrovascular accident (stroke)",7710
1285,Spitalregion Rheintal Werdenberg Sarganserland,Altstätten,St. Gallen,C,Geriatric Medicine,14232
1286,Spitalregion Rheintal Werdenberg Sarganserland,Altstätten,St. Gallen,D,Lung diseases,8932
1287,Spitalregion Rheintal Werdenberg Sarganserland,Altstätten,St. Gallen,E,Diseases of the abdominal organs,10283
1288,Spitalregion Rheintal Werdenberg Sarganserland,Altstätten,St. Gallen,F,Vascular Diseases,3929
1289,Spitalregion Rheintal Werdenberg Sarganserland,Altstätten,St. Gallen,G,Gynecology and obstetrics,26397
1290,Spitalregion Rheintal Werdenberg Sarganserland,Altstätten,St. Gallen,H,Diseases of the urinary tract and male genitalia,4755
1291,Spitalregion Rheintal Werdenberg Sarganserland,Altstätten,St. Gallen,I,"Diseases of the bones, joints, connective tissues",6409
1292,Spitalregion Rheintal Werdenberg Sarganserland,Altstätten,St. Gallen,J,Complex conditions,2768
1293,Spitalregion Rheintal Werdenberg Sarganserland,Altstätten,St. Gallen,K,Skin disorders,109
1294,Spitalregion Rheintal Werdenberg Sarganserland,Altstätten,St. Gallen,M,Palliative Medicine,749
1295,Spitalverbund Appenzell Ausserrhoden,Herisau,Appenzell Ausserrhoden,A,Cardiac diseases,4096
1296,Spitalverbund Appenzell Ausserrhoden,Herisau,Appenzell Ausserrhoden,B,"Diseases of the nervous system, cerebrovascular accident (stroke)",1361
1297,Spitalverbund Appenzell Ausserrhoden,Herisau,Appenzell Ausserrhoden,C,Geriatric Medicine,212
1298,Spitalverbund Appenzell Ausserrhoden,Herisau,Appenzell Ausserrhoden,D,Lung diseases,4526
1299,Spitalverbund Appenzell Ausserrhoden,Herisau,Appenzell Ausserrhoden,E,Diseases of the abdominal organs,3599
1300,Spitalverbund Appenzell Ausserrhoden,Herisau,Appenzell Ausserrhoden,F,Vascular Diseases,331
1301,Spitalverbund Appenzell Ausserrhoden,Herisau,Appenzell Ausserrhoden,G,Gynecology and obstetrics,23756
1302,Spitalverbund Appenzell Ausserrhoden,Herisau,Appenzell Ausserrhoden,H,Diseases of the urinary tract and male genitalia,2554
1303,Spitalverbund Appenzell Ausserrhoden,Herisau,Appenzell Ausserrhoden,I,"Diseases of the bones, joints, connective tissues",2414
1304,Spitalverbund Appenzell Ausserrhoden,Herisau,Appenzell Ausserrhoden,J,Complex conditions,2545
1305,Spitalverbund Appenzell Ausserrhoden,Herisau,Appenzell Ausserrhoden,K,Skin disorders,53
1306,Spitalzentrum Biel AG,Biel/Bienne,Bern,A,Cardiac diseases,20984
1307,Spitalzentrum Biel AG,Biel/Bienne,Bern,B,"Diseases of the nervous system, cerebrovascular accident (stroke)",7994
1308,Spitalzentrum Biel AG,Biel/Bienne,Bern,C,Geriatric Medicine,2925
1309,Spitalzentrum Biel AG,Biel/Bienne,Bern,D,Lung diseases,8792
1310,Spitalzentrum Biel AG,Biel/Bienne,Bern,E,Diseases of the abdominal organs,6688
1311,Spitalzentrum Biel AG,Biel/Bienne,Bern,F,Vascular Diseases,1891
1312,Spitalzentrum Biel AG,Biel/Bienne,Bern,G,Gynecology and obstetrics,19739
1313,Spitalzentrum Biel AG,Biel/Bienne,Bern,H,Diseases of the urinary tract and male genitalia,3785
1314,Spitalzentrum Biel AG,Biel/Bienne,Bern,I,"Diseases of the bones, joints, connective tissues",5888
1315,Spitalzentrum Biel AG,Biel/Bienne,Bern,J,Complex conditions,8305
1316,Spitalzentrum Biel AG,Biel/Bienne,Bern,K,Skin disorders,61
1317,Spitäler Frutigen Meiringen Interlaken AG,Frutigen,Bern,A,Cardiac diseases,5777
1318,Spitäler Frutigen Meiringen Interlaken AG,Frutigen,Bern,B,"Diseases of the nervous system, cerebrovascular accident (stroke)",2973
1319,Spitäler Frutigen Meiringen Interlaken AG,Frutigen,Bern,C,Geriatric Medicine,2816
1320,Spitäler Frutigen Meiringen Interlaken AG,Frutigen,Bern,D,Lung diseases,6236
1321,Spitäler Frutigen Meiringen Interlaken AG,Frutigen,Bern,E,Diseases of the abdominal organs,5489
1322,Spitäler Frutigen Meiringen Interlaken AG,Frutigen,Bern,F,Vascular Diseases,367
1323,Spitäler Frutigen Meiringen Interlaken AG,Frutigen,Bern,G,Gynecology and obstetrics,14035
1324,Spitäler Frutigen Meiringen Interlaken AG,Frutigen,Bern,H,Diseases of the urinary tract and male genitalia,3504
1325,Spitäler Frutigen Meiringen Interlaken AG,Frutigen,Bern,I,"Diseases of the bones, joints, connective tissues",8217
1326,Spitäler Frutigen Meiringen Interlaken AG,Frutigen,Bern,J,Complex conditions,3950
1327,Spitäler Frutigen Meiringen Interlaken AG,Frutigen,Bern,K,Skin disorders,83
1328,Spitäler Frutigen Meiringen Interlaken AG,Frutigen,Bern,M,Palliative Medicine,15
1329,Spitäler Schaffhausen,Schaffhausen,Schaffhausen,A,Cardiac diseases,7330
1330,Spitäler Schaffhausen,Schaffhausen,Schaffhausen,B,"Diseases of the nervous system, cerebrovascular accident (stroke)",4628
1331,Spitäler Schaffhausen,Schaffhausen,Schaffhausen,C,Geriatric Medicine,1363
1332,Spitäler Schaffhausen,Schaffhausen,Schaffhausen,D,Lung diseases,5926
1333,Spitäler Schaffhausen,Schaffhausen,Schaffhausen,E,Diseases of the abdominal organs,6712
1334,Spitäler Schaffhausen,Schaffhausen,Schaffhausen,F,Vascular Diseases,886
1335,Spitäler Schaffhausen,Schaffhausen,Schaffhausen,G,Gynecology and obstetrics,21464
1336,Spitäler Schaffhausen,Schaffhausen,Schaffhausen,H,Diseases of the urinary tract and male genitalia,2628
1337,Spitäler Schaffhausen,Schaffhausen,Schaffhausen,I,"Diseases of the bones, joints, connective tissues",4627
1338,Spitäler Schaffhausen,Schaffhausen,Schaffhausen,J,Complex conditions,4122
1339,Spitäler Schaffhausen,Schaffhausen,Schaffhausen,K,Skin disorders,54
1340,St. Claraspital,Basel,Basel-stadt,A,Cardiac diseases,16132
1341,St. Claraspital,Basel,Basel-stadt,B,"Diseases of the nervous system, cerebrovascular accident (stroke)",691
1342,St. Claraspital,Basel,Basel-stadt,C,Geriatric Medicine,784
1343,St. Claraspital,Basel,Basel-stadt,D,Lung diseases,10349
1344,St. Claraspital,Basel,Basel-stadt,E,Diseases of the abdominal organs,27043
1345,St. Claraspital,Basel,Basel-stadt,F,Vascular Diseases,68
1346,St. Claraspital,Basel,Basel-stadt,G,Gynecology and obstetrics,5544
1347,St. Claraspital,Basel,Basel-stadt,H,Diseases of the urinary tract and male genitalia,8718
1348,St. Claraspital,Basel,Basel-stadt,I,"Diseases of the bones, joints, connective tissues",1127
1349,St. Claraspital,Basel,Basel-stadt,J,Complex conditions,7738
1350,St. Claraspital,Basel,Basel-stadt,K,Skin disorders,62
1351,St. Claraspital,Basel,Basel-stadt,L,Highly specialized medicine,14
1352,St. Claraspital,Basel,Basel-stadt,M,Palliative Medicine,715
1353,Stadtspital Triemli,Zürich,Zürich,A,Cardiac diseases,106773
1354,Stadtspital Triemli,Zürich,Zürich,B,"Diseases of the nervous system, cerebrovascular accident (stroke)",9086
1355,Stadtspital Triemli,Zürich,Zürich,C,Geriatric Medicine,2414
1356,Stadtspital Triemli,Zürich,Zürich,D,Lung diseases,14802
1357,Stadtspital Triemli,Zürich,Zürich,E,Diseases of the abdominal organs,15802
1358,Stadtspital Triemli,Zürich,Zürich,F,Vascular Diseases,5790
1359,Stadtspital Triemli,Zürich,Zürich,G,Gynecology and obstetrics,47313
1360,Stadtspital Triemli,Zürich,Zürich,H,Diseases of the urinary tract and male genitalia,8860
1361,Stadtspital Triemli,Zürich,Zürich,I,"Diseases of the bones, joints, connective tissues",11049
1362,Stadtspital Triemli,Zürich,Zürich,J,Complex conditions,11698
1363,Stadtspital Triemli,Zürich,Zürich,K,Skin disorders,99
1364,Stadtspital Triemli,Zürich,Zürich,L,Highly specialized medicine,157
1365,Stadtspital Triemli,Zürich,Zürich,M,Palliative Medicine,161
1366,Stadtspital Waid,Zürich,Zürich,A,Cardiac diseases,7952
1367,Stadtspital Waid,Zürich,Zürich,B,"Diseases of the nervous system, cerebrovascular accident (stroke)",3529
1368,Stadtspital Waid,Zürich,Zürich,C,Geriatric Medicine,16730
1369,Stadtspital Waid,Zürich,Zürich,D,Lung diseases,8860
1370,Stadtspital Waid,Zürich,Zürich,E,Diseases of the abdominal organs,7754
1371,Stadtspital Waid,Zürich,Zürich,F,Vascular Diseases,1449
1372,Stadtspital Waid,Zürich,Zürich,G,Gynecology and obstetrics,247
1373,Stadtspital Waid,Zürich,Zürich,H,Diseases of the urinary tract and male genitalia,2467
1374,Stadtspital Waid,Zürich,Zürich,I,"Diseases of the bones, joints, connective tissues",3890
1375,Stadtspital Waid,Zürich,Zürich,J,Complex conditions,4260
1376,Stadtspital Waid,Zürich,Zürich,K,Skin disorders,48
1377,Stadtspital Waid,Zürich,Zürich,M,Palliative Medicine,454
1378,Stiftung Diaconis Palliative Care,Bern,Bern,A,Cardiac diseases,58
1379,Stiftung Diaconis Palliative Care,Bern,Bern,B,"Diseases of the nervous system, cerebrovascular accident (stroke)",111
1380,Stiftung Diaconis Palliative Care,Bern,Bern,C,Geriatric Medicine,14
1381,Stiftung Diaconis Palliative Care,Bern,Bern,D,Lung diseases,195
1382,Stiftung Diaconis Palliative Care,Bern,Bern,E,Diseases of the abdominal organs,141
1383,Stiftung Diaconis Palliative Care,Bern,Bern,G,Gynecology and obstetrics,303
1384,Stiftung Diaconis Palliative Care,Bern,Bern,H,Diseases of the urinary tract and male genitalia,88
1385,Stiftung Diaconis Palliative Care,Bern,Bern,I,"Diseases of the bones, joints, connective tissues",12
1386,Stiftung Diaconis Palliative Care,Bern,Bern,J,Complex conditions,7
1387,Stiftung Diaconis Palliative Care,Bern,Bern,K,Skin disorders,15
1388,Stiftung Diaconis Palliative Care,Bern,Bern,M,Palliative Medicine,752
1389,Stiftung Ostschweizer Kinderspital,St. Gallen,St. Gallen,A,Cardiac diseases,42
1390,Stiftung Ostschweizer Kinderspital,St. Gallen,St. Gallen,B,"Diseases of the nervous system, cerebrovascular accident (stroke)",623
1391,Stiftung Ostschweizer Kinderspital,St. Gallen,St. Gallen,D,Lung diseases,1639
1392,Stiftung Ostschweizer Kinderspital,St. Gallen,St. Gallen,E,Diseases of the abdominal organs,369
1393,Stiftung Ostschweizer Kinderspital,St. Gallen,St. Gallen,F,Vascular Diseases,11
1394,Stiftung Ostschweizer Kinderspital,St. Gallen,St. Gallen,G,Gynecology and obstetrics,2844
1395,Stiftung Ostschweizer Kinderspital,St. Gallen,St. Gallen,H,Diseases of the urinary tract and male genitalia,90
1396,Stiftung Ostschweizer Kinderspital,St. Gallen,St. Gallen,I,"Diseases of the bones, joints, connective tissues",697
1397,Stiftung Ostschweizer Kinderspital,St. Gallen,St. Gallen,J,Complex conditions,1084
1398,Stiftung Ostschweizer Kinderspital,St. Gallen,St. Gallen,K,Skin disorders,32
1399,Stiftung Ostschweizer Kinderspital,St. Gallen,St. Gallen,M,Palliative Medicine,10
1400,Stiftung Spital Muri,Muri ,Aargau,A,Cardiac diseases,4306
1401,Stiftung Spital Muri,Muri ,Aargau,B,"Diseases of the nervous system, cerebrovascular accident (stroke)",1221
1402,Stiftung Spital Muri,Muri ,Aargau,C,Geriatric Medicine,887
1403,Stiftung Spital Muri,Muri ,Aargau,D,Lung diseases,3968
1404,Stiftung Spital Muri,Muri ,Aargau,E,Diseases of the abdominal organs,7947
1405,Stiftung Spital Muri,Muri ,Aargau,F,Vascular Diseases,82
1406,Stiftung Spital Muri,Muri ,Aargau,G,Gynecology and obstetrics,13783
1407,Stiftung Spital Muri,Muri ,Aargau,H,Diseases of the urinary tract and male genitalia,2692
1408,Stiftung Spital Muri,Muri ,Aargau,I,"Diseases of the bones, joints, connective tissues",4196
1409,Stiftung Spital Muri,Muri ,Aargau,J,Complex conditions,1708
1410,Stiftung Spital Muri,Muri ,Aargau,K,Skin disorders,40
1411,Thurklinik AG,Niederuzwil,St. Gallen,E,Diseases of the abdominal organs,195
1412,Thurklinik AG,Niederuzwil,St. Gallen,G,Gynecology and obstetrics,683
1413,Thurklinik AG,Niederuzwil,St. Gallen,H,Diseases of the urinary tract and male genitalia,71
1414,Thurklinik AG,Niederuzwil,St. Gallen,I,"Diseases of the bones, joints, connective tissues",141
1415,Thurklinik AG,Niederuzwil,St. Gallen,J,Complex conditions,2
1416,Universitäts-Kinderspital Zürich das Spital der Eleonorenstiftung,Zürich,Zürich,A,Cardiac diseases,6019
1417,Universitäts-Kinderspital Zürich das Spital der Eleonorenstiftung,Zürich,Zürich,B,"Diseases of the nervous system, cerebrovascular accident (stroke)",1543
1418,Universitäts-Kinderspital Zürich das Spital der Eleonorenstiftung,Zürich,Zürich,D,Lung diseases,3106
1419,Universitäts-Kinderspital Zürich das Spital der Eleonorenstiftung,Zürich,Zürich,E,Diseases of the abdominal organs,1024
1420,Universitäts-Kinderspital Zürich das Spital der Eleonorenstiftung,Zürich,Zürich,F,Vascular Diseases,1203
1421,Universitäts-Kinderspital Zürich das Spital der Eleonorenstiftung,Zürich,Zürich,G,Gynecology and obstetrics,3832
1422,Universitäts-Kinderspital Zürich das Spital der Eleonorenstiftung,Zürich,Zürich,H,Diseases of the urinary tract and male genitalia,351
1423,Universitäts-Kinderspital Zürich das Spital der Eleonorenstiftung,Zürich,Zürich,I,"Diseases of the bones, joints, connective tissues",1302
1424,Universitäts-Kinderspital Zürich das Spital der Eleonorenstiftung,Zürich,Zürich,J,Complex conditions,5716
1425,Universitäts-Kinderspital Zürich das Spital der Eleonorenstiftung,Zürich,Zürich,K,Skin disorders,66
1426,Universitäts-Kinderspital Zürich das Spital der Eleonorenstiftung,Zürich,Zürich,L,Highly specialized medicine,461
1427,Universitäts-Kinderspital Zürich das Spital der Eleonorenstiftung,Zürich,Zürich,M,Palliative Medicine,177
1428,Universitätsklinik Balgrist,Zürich,Zürich,A,Cardiac diseases,117
1429,Universitätsklinik Balgrist,Zürich,Zürich,B,"Diseases of the nervous system, cerebrovascular accident (stroke)",45
1430,Universitätsklinik Balgrist,Zürich,Zürich,C,Geriatric Medicine,339
1431,Universitätsklinik Balgrist,Zürich,Zürich,D,Lung diseases,58
1432,Universitätsklinik Balgrist,Zürich,Zürich,E,Diseases of the abdominal organs,68
1433,Universitätsklinik Balgrist,Zürich,Zürich,F,Vascular Diseases,559
1434,Universitätsklinik Balgrist,Zürich,Zürich,G,Gynecology and obstetrics,2
1435,Universitätsklinik Balgrist,Zürich,Zürich,H,Diseases of the urinary tract and male genitalia,241
1436,Universitätsklinik Balgrist,Zürich,Zürich,I,"Diseases of the bones, joints, connective tissues",16118
1437,Universitätsklinik Balgrist,Zürich,Zürich,J,Complex conditions,363
1438,Universitätsklinik Balgrist,Zürich,Zürich,K,Skin disorders,7
1439,Universitätsklinik Balgrist,Zürich,Zürich,L,Highly specialized medicine,1
1440,Universitätsspital Basel,Basel,Basel-stadt,A,Cardiac diseases,111792
1441,Universitätsspital Basel,Basel,Basel-stadt,B,"Diseases of the nervous system, cerebrovascular accident (stroke)",35417
1442,Universitätsspital Basel,Basel,Basel-stadt,C,Geriatric Medicine,3292
1443,Universitätsspital Basel,Basel,Basel-stadt,D,Lung diseases,22635
1444,Universitätsspital Basel,Basel,Basel-stadt,E,Diseases of the abdominal organs,11868
1445,Universitätsspital Basel,Basel,Basel-stadt,F,Vascular Diseases,12144
1446,Universitätsspital Basel,Basel,Basel-stadt,G,Gynecology and obstetrics,61794
1447,Universitätsspital Basel,Basel,Basel-stadt,H,Diseases of the urinary tract and male genitalia,8127
1448,Universitätsspital Basel,Basel,Basel-stadt,I,"Diseases of the bones, joints, connective tissues",19602
1449,Universitätsspital Basel,Basel,Basel-stadt,J,Complex conditions,27028
1450,Universitätsspital Basel,Basel,Basel-stadt,K,Skin disorders,729
1451,Universitätsspital Basel,Basel,Basel-stadt,L,Highly specialized medicine,2518
1452,Universitätsspital Basel,Basel,Basel-stadt,M,Palliative Medicine,1119
1453,Universitätsspital Zürich,Zürich,Zürich,A,Cardiac diseases,119576
1454,Universitätsspital Zürich,Zürich,Zürich,B,"Diseases of the nervous system, cerebrovascular accident (stroke)",33496
1455,Universitätsspital Zürich,Zürich,Zürich,C,Geriatric Medicine,7973
1456,Universitätsspital Zürich,Zürich,Zürich,D,Lung diseases,18051
1457,Universitätsspital Zürich,Zürich,Zürich,E,Diseases of the abdominal organs,16480
1458,Universitätsspital Zürich,Zürich,Zürich,F,Vascular Diseases,18360
1459,Universitätsspital Zürich,Zürich,Zürich,G,Gynecology and obstetrics,71212
1460,Universitätsspital Zürich,Zürich,Zürich,H,Diseases of the urinary tract and male genitalia,10661
1461,Universitätsspital Zürich,Zürich,Zürich,I,"Diseases of the bones, joints, connective tissues",12944
1462,Universitätsspital Zürich,Zürich,Zürich,J,Complex conditions,37809
1463,Universitätsspital Zürich,Zürich,Zürich,K,Skin disorders,3367
1464,Universitätsspital Zürich,Zürich,Zürich,L,Highly specialized medicine,4184
1465,Universitätsspital Zürich,Zürich,Zürich,M,Palliative Medicine,2486
1466,Universitäts­Kinderspital beider Basel (UKBB),Basel,Basel-stadt,A,Cardiac diseases,90
1467,Universitäts­Kinderspital beider Basel (UKBB),Basel,Basel-stadt,B,"Diseases of the nervous system, cerebrovascular accident (stroke)",521
1468,Universitäts­Kinderspital beider Basel (UKBB),Basel,Basel-stadt,D,Lung diseases,2005
1469,Universitäts­Kinderspital beider Basel (UKBB),Basel,Basel-stadt,E,Diseases of the abdominal organs,411
1470,Universitäts­Kinderspital beider Basel (UKBB),Basel,Basel-stadt,F,Vascular Diseases,39
1471,Universitäts­Kinderspital beider Basel (UKBB),Basel,Basel-stadt,G,Gynecology and obstetrics,4540
1472,Universitäts­Kinderspital beider Basel (UKBB),Basel,Basel-stadt,H,Diseases of the urinary tract and male genitalia,92
1473,Universitäts­Kinderspital beider Basel (UKBB),Basel,Basel-stadt,I,"Diseases of the bones, joints, connective tissues",1807
1474,Universitäts­Kinderspital beider Basel (UKBB),Basel,Basel-stadt,J,Complex conditions,1546
1475,Universitäts­Kinderspital beider Basel (UKBB),Basel,Basel-stadt,K,Skin disorders,41
1476,Universitäts­Kinderspital beider Basel (UKBB),Basel,Basel-stadt,L,Highly specialized medicine,57
1477,Uroviva Klinik AG,Bülach,Zürich,A,Cardiac diseases,11
1478,Uroviva Klinik AG,Bülach,Zürich,E,Diseases of the abdominal organs,801
1479,Uroviva Klinik AG,Bülach,Zürich,G,Gynecology and obstetrics,313
1480,Uroviva Klinik AG,Bülach,Zürich,H,Diseases of the urinary tract and male genitalia,8905
1481,Uroviva Klinik AG,Bülach,Zürich,I,"Diseases of the bones, joints, connective tissues",40
1482,Uroviva Klinik AG,Bülach,Zürich,J,Complex conditions,127
1483,Venenklinik Bellevue AG,Kreuzlingen,Thurgau,A,Cardiac diseases,8
1484,Venenklinik Bellevue AG,Kreuzlingen,Thurgau,C,Geriatric Medicine,3
1485,Venenklinik Bellevue AG,Kreuzlingen,Thurgau,E,Diseases of the abdominal organs,14
1486,Venenklinik Bellevue AG,Kreuzlingen,Thurgau,F,Vascular Diseases,10
1487,Venenklinik Bellevue AG,Kreuzlingen,Thurgau,G,Gynecology and obstetrics,48
1488,Venenklinik Bellevue AG,Kreuzlingen,Thurgau,J,Complex conditions,18
1489,Venenklinik Bellevue AG,Kreuzlingen,Thurgau,K,Skin disorders,1
1490,Zuger Kantonsspital AG,Baar,Zug,A,Cardiac diseases,6229
1491,Zuger Kantonsspital AG,Baar,Zug,B,"Diseases of the nervous system, cerebrovascular accident (stroke)",4268
1492,Zuger Kantonsspital AG,Baar,Zug,C,Geriatric Medicine,546
1493,Zuger Kantonsspital AG,Baar,Zug,D,Lung diseases,5837
1494,Zuger Kantonsspital AG,Baar,Zug,E,Diseases of the abdominal organs,7270
1495,Zuger Kantonsspital AG,Baar,Zug,F,Vascular Diseases,1355
1496,Zuger Kantonsspital AG,Baar,Zug,G,Gynecology and obstetrics,21211
1497,Zuger Kantonsspital AG,Baar,Zug,H,Diseases of the urinary tract and male genitalia,4557
1498,Zuger Kantonsspital AG,Baar,Zug,I,"Diseases of the bones, joints, connective tissues",3529
1499,Zuger Kantonsspital AG,Baar,Zug,J,Complex conditions,3350
1500,Zuger Kantonsspital AG,Baar,Zug,K,Skin disorders,67
1501,Zuger Kantonsspital AG,Baar,Zug,M,Palliative Medicine,1
